junit/tests/framework/TestCaseTest,private,fails,Ljunit/tests/framework/TestCaseTest$TornDown;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,test,Ljunit/tests/WasRun;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,t,Ljunit/framework/Test;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,failure,Ljunit/framework/TestFailure;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,t,Ljunit/framework/TestCase;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,t,Ljunit/framework/Test;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,t,Ljunit/framework/TestCase;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,test,Ljunit/framework/TestCase;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,test,Ljunit/framework/TestCase;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,test,Ljunit/framework/TestCase;,Not using generics,0..1
junit/tests/framework/TestCaseTest,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/tests/framework/TestImplementorTest$DoubleTestCase,private,testCase,Ljunit/framework/TestCase;,Not using generics,0..1
junit/tests/framework/TestImplementorTest$DoubleTestCase,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/tests/framework/TestImplementorTest$DoubleTestCase,private,p,Ljunit/framework/Protectable;,Not using generics,0..1
junit/tests/framework/TestImplementorTest,private,testCase,Ljunit/framework/TestCase;,Not using generics,0..1
junit/tests/framework/TestImplementorTest,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
