INVOKEVIRTUAL,getDisplayName,junit/framework/JUnit4TestAdapterCache,org/junit/runner/Description
INVOKESPECIAL,<init>,junit/framework/JUnit4TestAdapterCache,junit/framework/TestSuite
INVOKEVIRTUAL,getChildren,junit/framework/JUnit4TestAdapterCache,org/junit/runner/Description
INVOKEVIRTUAL,addTest,junit/framework/JUnit4TestAdapterCache,junit/framework/TestSuite
INVOKESPECIAL,<init>,junit/framework/JUnit4TestAdapterCache,org/junit/runner/notification/RunNotifier
INVOKESPECIAL,<init>,junit/framework/JUnit4TestAdapterCache,junit/framework/JUnit4TestAdapterCache$1
INVOKEVIRTUAL,addListener,junit/framework/JUnit4TestAdapterCache,org/junit/runner/notification/RunNotifier
INVOKEVIRTUAL,isTest,junit/framework/JUnit4TestAdapterCache,org/junit/runner/Description
INVOKEVIRTUAL,getChildren,junit/framework/JUnit4TestAdapterCache,org/junit/runner/Description
INVOKEVIRTUAL,toString,junit/framework/JUnit4TestCaseFacade,org/junit/runner/Description
INVOKESPECIAL,<init>,junit/framework/TestCase,junit/framework/Assert
INVOKESPECIAL,<init>,junit/framework/TestCase,junit/framework/Assert
INVOKESPECIAL,<init>,junit/framework/TestCase,junit/framework/TestResult
INVOKEVIRTUAL,run,junit/framework/TestCase,junit/framework/TestResult
INVOKESTATIC,assertTrue,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertTrue,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertFalse,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertFalse,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,fail,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,fail,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertNotNull,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertNotNull,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertNull,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertNull,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertSame,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertSame,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertNotSame,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,assertNotSame,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,failSame,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,failNotSame,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,failNotEquals,junit/framework/TestCase,junit/framework/Assert
INVOKESTATIC,format,junit/framework/TestCase,junit/framework/Assert
INVOKEVIRTUAL,runBare,junit/framework/TestResult$1,junit/framework/TestCase
INVOKESPECIAL,<init>,junit/framework/TestResult,junit/framework/TestFailure
INVOKEINTERFACE,addError,junit/framework/TestResult,junit/framework/TestListener
INVOKESPECIAL,<init>,junit/framework/TestResult,junit/framework/TestFailure
INVOKEINTERFACE,addFailure,junit/framework/TestResult,junit/framework/TestListener
INVOKEINTERFACE,endTest,junit/framework/TestResult,junit/framework/TestListener
INVOKESPECIAL,<init>,junit/framework/TestResult,junit/framework/TestResult$1
INVOKEINTERFACE,protect,junit/framework/TestResult,junit/framework/Protectable
INVOKEINTERFACE,countTestCases,junit/framework/TestResult,junit/framework/Test
INVOKEINTERFACE,startTest,junit/framework/TestResult,junit/framework/TestListener
INVOKESPECIAL,<init>,junit/framework/TestSuite$1,junit/framework/TestCase
INVOKEVIRTUAL,setName,junit/framework/TestSuite,junit/framework/TestCase
INVOKESPECIAL,<init>,junit/framework/TestSuite,junit/framework/TestSuite$1
INVOKESTATIC,getDeclaredMethods,junit/framework/TestSuite,org/junit/internal/MethodSorter
INVOKEINTERFACE,countTestCases,junit/framework/TestSuite,junit/framework/Test
INVOKEVIRTUAL,shouldStop,junit/framework/TestSuite,junit/framework/TestResult
INVOKEINTERFACE,run,junit/framework/TestSuite,junit/framework/Test
INVOKESPECIAL,<init>,junit/runner/BaseTestRunner,junit/framework/TestSuite
INVOKESTATIC,getInstance,junit/runner/BaseTestRunner,java/text/NumberFormat
INVOKEVIRTUAL,format,junit/runner/BaseTestRunner,java/text/NumberFormat
INVOKESTATIC,run,junit/samples/AllTests,junit/textui/TestRunner
INVOKESPECIAL,<init>,junit/samples/AllTests,junit/framework/TestSuite
INVOKESTATIC,suite,junit/samples/AllTests,junit/samples/ListTest
INVOKEVIRTUAL,addTest,junit/samples/AllTests,junit/framework/TestSuite
INVOKESPECIAL,<init>,junit/samples/AllTests,junit/framework/TestSuite
INVOKEVIRTUAL,addTest,junit/samples/AllTests,junit/framework/TestSuite
INVOKESTATIC,suite,junit/samples/AllTests,junit/tests/AllTests
INVOKEVIRTUAL,addTest,junit/samples/AllTests,junit/framework/TestSuite
INVOKESPECIAL,<init>,junit/samples/ListTest,junit/framework/TestCase
INVOKESTATIC,run,junit/samples/ListTest,junit/textui/TestRunner
INVOKESPECIAL,<init>,junit/samples/ListTest,junit/framework/TestSuite
INVOKEINTERFACE,addMoney,junit/samples/money/Money,junit/samples/money/IMoney
INVOKESTATIC,create,junit/samples/money/Money,junit/samples/money/MoneyBag
INVOKEVIRTUAL,addMoney,junit/samples/money/Money,junit/samples/money/MoneyBag
INVOKEINTERFACE,isZero,junit/samples/money/Money,junit/samples/money/IMoney
INVOKEINTERFACE,negate,junit/samples/money/Money,junit/samples/money/IMoney
INVOKEVIRTUAL,appendMoney,junit/samples/money/Money,junit/samples/money/MoneyBag
INVOKEINTERFACE,appendTo,junit/samples/money/MoneyBag,junit/samples/money/IMoney
INVOKEINTERFACE,appendTo,junit/samples/money/MoneyBag,junit/samples/money/IMoney
INVOKEINTERFACE,addMoneyBag,junit/samples/money/MoneyBag,junit/samples/money/IMoney
INVOKEVIRTUAL,isZero,junit/samples/money/MoneyBag,junit/samples/money/Money
INVOKEVIRTUAL,currency,junit/samples/money/MoneyBag,junit/samples/money/Money
INVOKEINTERFACE,add,junit/samples/money/MoneyBag,junit/samples/money/IMoney
INVOKEVIRTUAL,isZero,junit/samples/money/MoneyBag,junit/samples/money/Money
INVOKEINTERFACE,isZero,junit/samples/money/MoneyBag,junit/samples/money/IMoney
INVOKEVIRTUAL,currency,junit/samples/money/MoneyBag,junit/samples/money/Money
INVOKEVIRTUAL,currency,junit/samples/money/MoneyBag,junit/samples/money/Money
INVOKEVIRTUAL,amount,junit/samples/money/MoneyBag,junit/samples/money/Money
INVOKEVIRTUAL,amount,junit/samples/money/MoneyBag,junit/samples/money/Money
INVOKEVIRTUAL,hashCode,junit/samples/money/MoneyBag,junit/samples/money/Money
INVOKEVIRTUAL,multiply,junit/samples/money/MoneyBag,junit/samples/money/Money
INVOKEVIRTUAL,negate,junit/samples/money/MoneyBag,junit/samples/money/Money
INVOKEINTERFACE,negate,junit/samples/money/MoneyBag,junit/samples/money/IMoney
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/framework/TestCase
INVOKESTATIC,run,junit/samples/money/MoneyTest,junit/textui/TestRunner
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKEINTERFACE,multiply,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKEINTERFACE,multiply,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKEINTERFACE,multiply,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKEINTERFACE,isZero,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKEINTERFACE,negate,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKEINTERFACE,add,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKEINTERFACE,subtract,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKEINTERFACE,add,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKEINTERFACE,subtract,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKEINTERFACE,isZero,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKEINTERFACE,isZero,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKEVIRTUAL,add,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,add,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKEVIRTUAL,equals,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKEVIRTUAL,equals,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,hashCode,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,hashCode,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,equals,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,equals,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,hashCode,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,hashCode,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEINTERFACE,subtract,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEINTERFACE,subtract,junit/samples/money/MoneyTest,junit/samples/money/IMoney
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,subtract,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,toString,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,add,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESTATIC,create,junit/samples/money/MoneyTest,junit/samples/money/MoneyBag
INVOKEVIRTUAL,add,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,multiply,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,negate,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKEVIRTUAL,subtract,junit/samples/money/MoneyTest,junit/samples/money/Money
INVOKESPECIAL,<init>,junit/samples/SimpleTest,junit/framework/TestCase
INVOKESPECIAL,<init>,junit/samples/SimpleTest,junit/framework/TestSuite
INVOKESTATIC,run,junit/samples/SimpleTest,junit/textui/TestRunner
INVOKESTATIC,run,junit/tests/AllTests,junit/textui/TestRunner
INVOKESPECIAL,<init>,junit/tests/AllTests,junit/framework/TestSuite
INVOKESTATIC,suite,junit/tests/AllTests,junit/tests/framework/AllTests
INVOKEVIRTUAL,addTest,junit/tests/AllTests,junit/framework/TestSuite
INVOKESTATIC,suite,junit/tests/AllTests,junit/tests/runner/AllTests
INVOKEVIRTUAL,addTest,junit/tests/AllTests,junit/framework/TestSuite
INVOKESTATIC,suite,junit/tests/AllTests,junit/tests/extensions/AllTests
INVOKEVIRTUAL,addTest,junit/tests/AllTests,junit/framework/TestSuite
INVOKESPECIAL,<init>,junit/tests/extensions/ActiveTestTest$SuccessTest,junit/framework/TestCase
INVOKESPECIAL,<init>,junit/tests/extensions/ActiveTestTest,junit/framework/TestCase
INVOKESPECIAL,<init>,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEINTERFACE,run,junit/tests/extensions/ActiveTestTest,junit/framework/Test
INVOKEVIRTUAL,runCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEVIRTUAL,failureCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEVIRTUAL,errorCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKESPECIAL,<init>,junit/tests/extensions/ActiveTestTest,junit/extensions/RepeatedTest
INVOKESPECIAL,<init>,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEINTERFACE,run,junit/tests/extensions/ActiveTestTest,junit/framework/Test
INVOKEVIRTUAL,runCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEVIRTUAL,failureCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEVIRTUAL,errorCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKESPECIAL,<init>,junit/tests/extensions/ActiveTestTest,junit/extensions/RepeatedTest
INVOKESPECIAL,<init>,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEINTERFACE,run,junit/tests/extensions/ActiveTestTest,junit/framework/Test
INVOKEVIRTUAL,runCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEVIRTUAL,failureCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEVIRTUAL,errorCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKESPECIAL,<init>,junit/tests/extensions/ActiveTestTest,junit/extensions/RepeatedTest
INVOKESPECIAL,<init>,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEINTERFACE,run,junit/tests/extensions/ActiveTestTest,junit/framework/Test
INVOKEVIRTUAL,runCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEVIRTUAL,failureCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKEVIRTUAL,errorCount,junit/tests/extensions/ActiveTestTest,junit/framework/TestResult
INVOKESPECIAL,<init>,junit/tests/extensions/ActiveTestTest,junit/extensions/ActiveTestSuite
INVOKESPECIAL,<init>,junit/tests/extensions/ActiveTestTest,junit/tests/extensions/ActiveTestTest$SuccessTest
INVOKEVIRTUAL,addTest,junit/tests/extensions/ActiveTestTest,junit/extensions/ActiveTestSuite
INVOKESTATIC,run,junit/tests/extensions/AllTests,junit/textui/TestRunner
INVOKESPECIAL,<init>,junit/tests/extensions/AllTests,junit/framework/TestSuite
INVOKEVIRTUAL,addTestSuite,junit/tests/extensions/AllTests,junit/framework/TestSuite
INVOKEVIRTUAL,addTestSuite,junit/tests/extensions/AllTests,junit/framework/TestSuite
INVOKEVIRTUAL,addTestSuite,junit/tests/extensions/AllTests,junit/framework/TestSuite
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest$1,junit/framework/TestCase
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest$2,junit/framework/TestCase
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest$3,junit/framework/TestCase
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest$4,junit/tests/extensions/ExtensionTest$TornDown
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest$5,junit/extensions/TestSetup
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest$TornDown,junit/extensions/TestSetup
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/framework/TestCase
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/tests/extensions/ExtensionTest$1
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/extensions/TestSetup
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/framework/TestResult
INVOKEVIRTUAL,run,junit/tests/extensions/ExtensionTest,junit/extensions/TestSetup
INVOKEVIRTUAL,wasSuccessful,junit/tests/extensions/ExtensionTest,junit/framework/TestResult
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/tests/extensions/ExtensionTest$2
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/tests/extensions/ExtensionTest$3
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/framework/TestSuite
INVOKEVIRTUAL,addTest,junit/tests/extensions/ExtensionTest,junit/framework/TestSuite
INVOKEVIRTUAL,addTest,junit/tests/extensions/ExtensionTest,junit/framework/TestSuite
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/extensions/TestSetup
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/framework/TestResult
INVOKEVIRTUAL,run,junit/tests/extensions/ExtensionTest,junit/extensions/TestSetup
INVOKEVIRTUAL,failureCount,junit/tests/extensions/ExtensionTest,junit/framework/TestResult
INVOKEVIRTUAL,errorCount,junit/tests/extensions/ExtensionTest,junit/framework/TestResult
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/tests/WasRun
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/tests/extensions/ExtensionTest$4
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/framework/TestResult
INVOKEVIRTUAL,run,junit/tests/extensions/ExtensionTest,junit/tests/extensions/ExtensionTest$TornDown
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/tests/WasRun
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/tests/extensions/ExtensionTest$5
INVOKESPECIAL,<init>,junit/tests/extensions/ExtensionTest,junit/framework/TestResult
